Category,FY,Funding IC,Project Number,Sub Project #,Project Title,PI Name,Org Name,State / Country,Amount
Colo-Rectal Cancer,2009,NCI,5P50CA127003-03,0004,The Role of PI3-Kinase Signaling Pathway in Defining Sensitivity and Resistance,"MEYERHARDT, JEFFREY",DANA-FARBER CANCER INSTITUTE,MA,"$383,413"
Colo-Rectal Cancer,2009,OD,5P50CA127003-03,0004,The Role of PI3-Kinase Signaling Pathway in Defining Sensitivity and Resistance,"MEYERHARDT, JEFFREY",DANA-FARBER CANCER INSTITUTE,MA,"$14,580"
Colo-Rectal Cancer,2009,NCI,5P50CA127003-03,9001,Tissue and Pathology Resources,"LODA, MASSIMO",DANA-FARBER CANCER INSTITUTE,MA,"$207,989"
Colo-Rectal Cancer,2009,OD,5P50CA127003-03,9001,Tissue and Pathology Resources,"LODA, MASSIMO",DANA-FARBER CANCER INSTITUTE,MA,"$7,909"
Colo-Rectal Cancer,2009,NCI,261200900010C-0-0-1,,BIOMEDICAL (MANAGEMENT/SUPPORT),"MADHAVEN, SUBHA",GEORGETOWN UNIVERSITY,DC,"$939,307"
Colo-Rectal Cancer,2009,NCI,N02PC54406-9-0-1,,INFORMATICS SUPPORT CENTER FOR BREAST AND COLON CANCER FAMILY REGISTRIES (BC-CFR,"SIMONI, DIGLIO",RESEARCH TRIANGLE INSTITUTE,NC,"$103,000"
Colo-Rectal Cancer,2009,NCI,5U54CA116847-05,9005,Developmental Projects,"LAMPE, JOHANNA",FRED HUTCHINSON CANCER RESEARCH CENTER,WA,"$330,765"
Colo-Rectal Cancer,2009,NCI,5P01CA043904-18,0005,RADIOIMMUNOTHERAPY:  CLINICAL STUDIES,"WONG, JEFFREY",CITY OF HOPE/BECKMAN RESEARCH INSTITUTE,CA,"$241,076"
Colo-Rectal Cancer,2009,NCI,5P01CA043904-18,0007,CEA TARGETED IMMUNOTHERAPEUTICS,"RAUBITSCHEK, ANDREW",CITY OF HOPE/BECKMAN RESEARCH INSTITUTE,CA,"$432,259"
Colo-Rectal Cancer,2009,NCI,5P01CA043904-18,9001,RADIOPHARMACY AND ASSAYS,"COLCHER, DAVID",CITY OF HOPE/BECKMAN RESEARCH INSTITUTE,CA,"$494,263"
Colo-Rectal Cancer,2009,NCI,3R01CA123245-03S1,,Tailored Touchscreen Colorectal Cancer Prevention in Urban Core Clinics,"GREINER, K",UNIVERSITY OF KANSAS MEDICAL CENTER,KS,"$101,400"
Colo-Rectal Cancer,2009,NIEHS,5P01ES011163-07,0006,Project 2: Oxidative DNA Damage and Genetic Instability In Models Of Intestinal,"DOETSCH, PAUL",EMORY UNIVERSITY,GA,"$281,661"
Colo-Rectal Cancer,2009,NIEHS,5P01ES011163-07,0007,Project 3: The Role of Oxidized Nucleotides in Modulating and Mitochondrial,"CROUSE, GRAY",EMORY UNIVERSITY,GA,"$135,553"
Colo-Rectal Cancer,2009,NIEHS,5P01ES011163-07,0008,Project 4: NOX1 Involvement In Colon Cancer,"LAMBETH, J.",EMORY UNIVERSITY,GA,"$139,829"
Colo-Rectal Cancer,2009,NIEHS,5P01ES011163-07,9002,Core B Mouse Tumor Models and Mammalian Cell Culture,"MARTIN, W",EMORY UNIVERSITY,GA,"$73,629"
Colo-Rectal Cancer,2009,NIEHS,5P01ES011163-07,9003,Administrative Core,"DOETSCH, PAUL",EMORY UNIVERSITY,GA,"$653,571"
Colo-Rectal Cancer,2009,NCI,5P30CA013330-37,9037,BIOLOGY OF COLON CANCER PROGRAM,"AUGENLICHT, LEONARD",ALBERT EINSTEIN COL OF MED YESHIVA UNIV,NY,"$18,671"
Colo-Rectal Cancer,2009,NCI,5P01CA033049-26,0014,Novel Antigen-Binding Constructs in Colorectal Cancer,"DIVGI, CHAITANYA",SLOAN-KETTERING INSTITUTE FOR CANCER RES,NY,"$287,158"
Colo-Rectal Cancer,2009,NCI,3R01CA112223-03S2,,Initiation of Colon Cancer Screening in Veterans,"VERNON, SALLY",UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,TX,"$84,000"
Colo-Rectal Cancer,2009,NCI,N1CN25476A-81-0-1,,"Prostate, Lung, Colorectal and Ovarian (PLCO) Screening Trial","O'BRIEN, BARBARA","WESTAT, INC.",MD,"$2,102,638"
Colo-Rectal Cancer,2009,NCI,5P50CA128323-02,0001,Molecular Imaging to Evaluate EGFR and SRC Targeted Therapies in Colorectal....,"COFFEY, ROBERT",VANDERBILT UNIVERSITY,TN,"$139,907"
Colo-Rectal Cancer,2009,NCI,5P50CA128323-02,0004,Proteolytic Beacons in the Non-invasive Assessment of Response to Cancer Therapy,"MATRISIAN, LYNN",VANDERBILT UNIVERSITY,TN,"$163,368"
Colo-Rectal Cancer,2009,NCI,3R01CA123065-03S2,,Prevention of APC-Dependent Intestinal Carcinogenesis,"GERNER, EUGENE",UNIVERSITY OF ARIZONA,AZ,"$53,802"
Colo-Rectal Cancer,2009,NCI,3P50CA106991-05S1,,SPORE in Gastrointestinal Cancer,"TEPPER, JOEL",UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,NC,"$1,074,664"
Colo-Rectal Cancer,2009,NCI,5U01GM061393-10,0008,Colorectal Cancer,"RATAIN, MARK",UNIVERSITY OF CHICAGO,IL,"$29,882"
Colo-Rectal Cancer,2009,NIGMS,5U01GM061393-10,0008,Colorectal Cancer,"RATAIN, MARK",UNIVERSITY OF CHICAGO,IL,"$285,800"
Colo-Rectal Cancer,2009,NCI,5U54CA116867-05,0001,Obesity and Dietary Pathways Leading to Colon Cancer,"MARKOWITZ, SANFORD",CASE WESTERN RESERVE UNIVERSITY,OH,"$714,291"
Colo-Rectal Cancer,2009,NCI,5U54CA116867-05,0002,Insulin Resistance Syndrome Pathway Factors and Colon Polyps,"LI, LI",CASE WESTERN RESERVE UNIVERSITY,OH,"$366,161"
Colo-Rectal Cancer,2009,NCI,3U01CA084968-10S1,,Serum Proteomic Biomarkers for Colon & Pancreatic Cancer,"BIGBEE, WILLIAM",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$426,688"
Colo-Rectal Cancer,2009,NCI,5U56CA126379-04,9003,Developmental Core,"TORRES-RUIZ, JOSE",PONCE SCHOOL OF MEDICINE,PR,"$308,955"
Colo-Rectal Cancer,2009,NCI,N02CM42207-10-0-1,,Data Management Services for Cancer Diagnosis Program Activities,"RICKER, WINNIE","INFORMATION MANAGEMENT SERVICES, INC.",MD,"$170,000"
Colo-Rectal Cancer,2009,NCI,3U01CA084982-10S1,,Proteomics Biomarkers Development Laboratory,"HANASH, SAMIR",FRED HUTCHINSON CANCER RESEARCH CENTER,WA,"$443,657"
Colo-Rectal Cancer,2009,NCI,7R01CA133429-02,,The Role of PHLPP in Colon Cancer,"GAO, TIANYAN",UNIVERSITY OF KENTUCKY,KY,"$243,087"
Colo-Rectal Cancer,2009,NCI,5P01CA101944-05,0002,NK CELLS INDUCE DCI-MEDIATED ANTI-TUMOR IMMUNITY,"KALINSKI, PAWEL",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$558,125"
Colo-Rectal Cancer,2009,NCI,5P01CA041108-23,0007,Phase lll Study of the Effects of Selenium on Ademonas,"LANCE, M.",UNIVERSITY OF ARIZONA,AZ,"$2,225,116"
Colo-Rectal Cancer,2009,NCI,5P01CA041108-23,0008,Advanced Adenomas and Serrated Adenomas as precursors,"HAMILTON, STANLEY",UNIVERSITY OF ARIZONA,AZ,"$325,319"
Colo-Rectal Cancer,2009,NCI,5P01CA041108-23,0009,Lifestyle and Genetic Determinants of IGF-1 as risk factor,"MARTINEZ, MARIA",UNIVERSITY OF ARIZONA,AZ,"$167,813"
Colo-Rectal Cancer,2009,NCI,5P01CA041108-23,9001,CORE--Biometry and Data Management,"GREEN, SYLVAN",UNIVERSITY OF ARIZONA,AZ,"$704,795"
Colo-Rectal Cancer,2009,NCI,5P01CA041108-23,9004,CORE--Analytical and Genotyping,"EINSPAHR, JANINE",UNIVERSITY OF ARIZONA,AZ,"$813,415"
Colo-Rectal Cancer,2009,NCI,4R44CA134169-02,,Precisely Shaped Acoustic Ablation of Tumors Under 3D Ultrasound Image Guidance,"BURDETTE, EVERETTE","ACOUSTIC MEDSYSTEMS, INC.",IL,"$1,000,000"
Colo-Rectal Cancer,2009,OD,2R56CA082223-11,,CDX2 Tumor Suppressor Pathway Defects in Colon Cancer,"FEARON, ERIC",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,"$305,550"
Colo-Rectal Cancer,2009,OD,2R56CA098626-07,,Mismatch Repair and Associated Genes in Suppression of GI Adenomas and Carcinomas,"LIPKIN, STEVEN",WEILL MEDICAL COLLEGE OF CORNELL UNIV,NY,"$249,015"
Colo-Rectal Cancer,2009,NCI,5P50CA093990-08,0006,Proj 1: In Vivo Optical Molecular Imaging with Fluorescence Peptides,"WANG, THOMAS",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,"$344,014"
Colo-Rectal Cancer,2009,NCI,3R01CA115869-03S1,,Health Literacy Intervention and Cancer Screening,"DAVIS, TERRY",LOUISIANA STATE UNIV HSC SHREVEPORT,LA,"$94,341"
Colo-Rectal Cancer,2009,NCI,5U54CA136465-02,0001,Major Project 1,"CONTAG, CHRISTOPHER",STANFORD UNIVERSITY,CA,"$919,124"
Colo-Rectal Cancer,2009,NCI,7R01CA113381-06,,Study the Role of Chfr in Tumorigenesis,"CHEN, JUNJIE",UNIVERSITY OF TEXAS MD ANDERSON CAN CTR,TX,"$182,915"
Colo-Rectal Cancer,2009,NCI,N1CN25522A-95-0-1,,"Prostate, Lung, Colorectal and Ovarian (PLCO) Cancer Screening Trial","ISAACS, CLAUDINE",GEORGETOWN UNIVERSITY,DC,"$649,306"
Colo-Rectal Cancer,2009,NCI,5U54CA126524-04,0001,Colon Cancer Stem Cells and their Stroma,"CLARKE, MICHAEL",STANFORD UNIVERSITY,CA,"$543,818"
Colo-Rectal Cancer,2009,NCI,5U54CA126524-04,0002,High Thoughput Functional Screening of Colon Cancer Stem Cells and their Stroma,"QUAKE, STEPHEN",STANFORD UNIVERSITY,CA,"$563,056"
Colo-Rectal Cancer,2009,NCI,5U54CA126524-04,9001,Bioinformatics Core,"TIBSHIRANI, ROBERT",STANFORD UNIVERSITY,CA,"$172,826"
Colo-Rectal Cancer,2009,NCI,3U01CA111257-05S1,,Spectral Markers for Early Detection of Colon Neoplasia,"ROY, HEMANT",NORTHSHORE UNIV HEALTHSYSTEM RES INST,IL,"$359,062"
Colo-Rectal Cancer,2009,NCI,5P30CA016359-31,0002,Research Programs-Cancer Genetics,"BALE, ALLEN",YALE UNIVERSITY,CT,"$22,397"
Colo-Rectal Cancer,2009,NCI,5P30CA016359-31,9006,Shared Resources-Cancer Genetic Counseling,"MATLOFF, ELLEN",YALE UNIVERSITY,CT,"$41,254"
Colo-Rectal Cancer,2009,NCI,5U54CA119349-05,0005,NOVEL SEMICONDUCTING NANOCRYSTALS FOR CANCER DETECTION,"BELCHER, ANGELA",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MA,"$474,376"
Colo-Rectal Cancer,2009,NCI,5U54CA118638-04,0013,Predictive Molecular Markers of Colorectal Cancer For African American Patients,"BUMPERS, HARVEY",MOREHOUSE SCHOOL OF MEDICINE,GA,"$70,898"
Colo-Rectal Cancer,2009,NCI,3R01CA120915-03S1,,Prevention of Colon Cancer by Epigallocatechin Gallate and Atorvastatin,"YANG, CHUNG",RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,NJ,"$146,180"
Colo-Rectal Cancer,2009,NCI,5P30CA060553-16,9005,pathology,"PINS, MICHAEL",NORTHWESTERN UNIVERSITY,IL,"$357,164"
Colo-Rectal Cancer,2009,NCCAM,5P01AT003961-03,0002,Anti-inflammatory mechanisms of American ginseng in colitis,"NAGARKATTI, PRAKASH",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$300,313"
Colo-Rectal Cancer,2009,NCI,N1CN25404A-41-0-1,,"Prostate, Lung, Colorectal and Ovarian (PLCO) Cancer Screening Trial - Lab",NO PI IDENTIFIED,UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,"$932,550"
Colo-Rectal Cancer,2009,NCI,5P50CA095817-07,0006,ICCS Directed Physical Activity Enhancement for Colon Cancer Survivors,"GUSTAFSON, DAVID",UNIVERSITY OF WISCONSIN MADISON,WI,"$416,426"
Colo-Rectal Cancer,2009,NCI,3U01CA084239-10S1,,Prevention & Metastasis: Final Frontiers in Colon Cancer,"COFFEY, ROBERT",VANDERBILT UNIVERSITY,TN,"$224,953"
Colo-Rectal Cancer,2009,NCI,5P30CA056036-10,9016,Gastro Intestinal Cancer,"PESTELL, RICHARD",THOMAS JEFFERSON UNIVERSITY,PA,"$33,625"
Colo-Rectal Cancer,2009,NCI,3R01CA090559-07S1,,Timing of Rectal Cancer Response to Chemoradiation,"GARCIA-AGUILAR, JULIO",CITY OF HOPE/BECKMAN RESEARCH INSTITUTE,CA,"$425,857"
Colo-Rectal Cancer,2009,NCI,5U54CA136429-02,0001,Primary Project 1,"WANG, THOMAS",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,"$526,179"
Colo-Rectal Cancer,2009,NCI,5U54CA136429-02,0002,Task Specific Project 1,"ROSS, BRIAN",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,"$89,956"
Colo-Rectal Cancer,2009,NCI,5U54CA136429-02,0004,Task Specific Project 3,"REHEMTULLA, ALNAWAZ",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,"$74,729"
Colo-Rectal Cancer,2009,NCI,5U56CA118809-04,9002,Developmental Core,"PLEDGER, WARREN",H. LEE MOFFITT CANCER CTR & RES INST,FL,"$314,321"
Colo-Rectal Cancer,2009,NCI,3U10CA095867-08S1,,"Stroger Hospital of Cook County, Department of Surgery,*","LAD, THOMAS",HEKTOEN INSTITUTE FOR MEDICAL RESEARCH,IL,"$100,000"
Colo-Rectal Cancer,2009,NCI,3R01CA120658-03S1,,Patient Navigation for CRC Screening with Low-Income Minorities,"REDD, WILLIAM",MOUNT SINAI SCHOOL OF MEDICINE OF NYU,NY,"$142,380"
Colo-Rectal Cancer,2009,NCI,5P01CA130821-02,0001,Cellular Interactions of TGF-B Pathway Members and Regulators of Foregut Cancers,"MISHRA, LOPA",GEORGETOWN UNIVERSITY,DC,"$230,366"
Colo-Rectal Cancer,2009,NCI,3U01CA114619-05S2,,Deep South Network for Cancer Control,"PARTRIDGE, EDWARD",UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,"$200,000"
Colo-Rectal Cancer,2009,NCI,3R01CA113975-02S1,,Role of Surface Roughness in Regulating Tumor Cell Behavior,"GLOVER, SARAH",UNIVERSITY OF ILLINOIS AT CHICAGO,IL,"$53,054"
Colo-Rectal Cancer,2009,NCI,3R01CA109269-06A1S1,,Dietary Prevention of Cancer,"ANANT, SHRIKANT",UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,OK,"$58,803"
Colo-Rectal Cancer,2009,NCI,3U10CA107586-06S1,,MCG Minority-Based Community Clinical Oncology Program,"JILLELLA, ANAND",MEDICAL COLLEGE OF GEORGIA (MCG),GA,"$100,000"
Colo-Rectal Cancer,2009,NCI,5U54CA119338-05,0003,Multiplexed Nanoparticle Probes for Therapeutic Translational Oncology,"SIMONS, JONATHAN",EMORY UNIVERSITY,GA,"$379,473"
Colo-Rectal Cancer,2009,NCI,5U54CA119338-05,9003,Tissue and Animal Use,"DATTA, MILTON",EMORY UNIVERSITY,GA,"$139,083"
Colo-Rectal Cancer,2009,NCI,3U01CA116875-05S1,,Chicago Cancer Navigation Project,"ROSEN, STEVEN",NORTHWESTERN UNIVERSITY,IL,"$125,393"
Colo-Rectal Cancer,2009,NHLBI,268200900010C-1-0-1,,BIOMEDICAL (BASIC),"GUNTER, MARC",ALBERT EINSTEIN COL OF MED YESHIVA UNIV,NY,"$329,110"
Colo-Rectal Cancer,2009,NCI,N01CN35160-9-0-1,,Phase I and II Clinical Trials of Agents for Cancer Prevention,"MEYSKENS, FRANK",UNIVERSITY OF CALIFORNIA IRVINE,CA,"$846,000"
Colo-Rectal Cancer,2009,NCI,N01CN35000-9-0-1,,Phase 1 and Phase 2 Clinical Trials of Agents for Cancer Prevention,"LIMBURG, PAUL","MAYO CLINIC COLL OF MEDICINE, ROCHESTER",MN,"$2,071,000"
Colo-Rectal Cancer,2009,NCI,2P30CA062203-14,5602,POPULATION SCIENCES PROGRAM,"MEYSKENS, FRANK",UNIVERSITY OF CALIFORNIA IRVINE,CA,"$20,367"
Colo-Rectal Cancer,2009,NCI,2P30CA016042-34,5617,Healthy and At-Risk Populations,"BASTANI, ROSHAN",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,"$66,089"
Colo-Rectal Cancer,2009,NCI,1P20CA150343-01,5642,Targeted Inhibition of P13K Pathway Components as Novel Treatment of Colectoral C,"EVERS, BERNARD",UNIVERSITY OF KENTUCKY,KY,"$201,146"
Colo-Rectal Cancer,2009,NCI,2P30CA023108-31,5646,CANCER EPIDEMIOLOGY AND CHEMOPREVENTION PROGRAM,"KARAGAS, MARGARET",DARTMOUTH COLLEGE,NH,"$70,543"
Colo-Rectal Cancer,2009,NCI,261200900069C-0-0-1,,Development of Molecular Pharmacodynamic Assays for Targeted Therapies,"TODD, JOHN","SINGULEX, INC.",CA,"$149,760"
Colo-Rectal Cancer,2009,NCRR,5M01RR000827-34,6387,PHASE I BIOMARKER STUDY OF DIETARY GRAPE-DERIVED LOW DOSE RESVERATROL FOR COLON,"HOLCOMBE, RANDALL",UNIVERSITY OF CALIFORNIA SAN DIEGO,CA,"$65,110"
Colo-Rectal Cancer,2009,NCRR,5M01RR016500-08,6498,CLINICAL TRIAL: RTOG 0822: PREOP CHEMORADIOTHERAPY IN COMBINATION W/ CAPECITABIN,"GAROFALO, MICHAEL",UNIVERSITY OF MARYLAND BALTIMORE,MD,"$2,626"
Colo-Rectal Cancer,2009,NCRR,5M01RR023940-03,6531,TOUCHSCREENS FOR COLON CA SCREENING,"GREINER, ALEX",UNIVERSITY OF KANSAS MEDICAL CENTER,KS,"$18,212"
Colo-Rectal Cancer,2009,NCRR,5M01RR007122-18,6678,CLINICAL TRIAL: SELENIUM AND VITAMIN E CANCER PREVENTION TRIAL (SELECT),"HURD, DAVID",WAKE FOREST UNIVERSITY HEALTH SCIENCES,NC,"$10,220"
Colo-Rectal Cancer,2009,NCRR,5M01RR000847-36,6800,NON-INVASIVE IMAGING OF GI INFLAMMATION USING MICROBUBBLE CEU,"BEHM, BRIAN",UNIVERSITY OF VIRGINIA CHARLOTTESVILLE,VA,$974
Colo-Rectal Cancer,2009,NCRR,5M01RR023942-03,7313,PROTOCOL_TITLEPILOT STUDY OF TANDEM MASS SPECTROMETRY IN PATIENTS WITH GI MALI,"HE, AIWU",GEORGETOWN UNIVERSITY,DC,"$11,222"
Colo-Rectal Cancer,2009,NCRR,5M01RR000425-40,7518,CLINICAL TRIAL: THE SELENIUM AND VITAMIN E CHEMOPREVENTION TRIAL (SELECT),"CHLEBOWSKI, ROWAN",LA BIOMED RES INST/ HARBOR UCLA MED CTR,CA,"$485,142"
Colo-Rectal Cancer,2009,NCRR,5M01RR000071-46,7795,CLINICAL TRIAL: ADENOVIRAL VECTOR DELIVERY OF THE HUMAN INTERLEUKIN-12 CDNA IN M,"SUNG, MAX",MOUNT SINAI SCHOOL OF MEDICINE OF NYU,NY,"$25,691"
Colo-Rectal Cancer,2009,NCRR,5P41RR000954-32,8109,METABOLISM OF A HETEROCYCLIC AMINE COLON CARCINOGEN IN YOUNG AND OLD RATS,"ARMBRECHT, HARVEY",WASHINGTON UNIVERSITY,MO,"$1,626"
Colo-Rectal Cancer,2009,NCRR,5P41RR002301-24,8777,BCL-XL  TGS,"RIVERA, EDWIN",UNIVERSITY OF WISCONSIN MADISON,WI,$441
Colo-Rectal Cancer,2009,NCRR,5P41RR001192-30,5040,IMAGING OF THE RABBIT RECTUM FOR EARLY DETECTION OF COLON CANCER,"KRASIEVA, TATIANA",UNIVERSITY OF CALIFORNIA IRVINE,CA,"$1,828"
Colo-Rectal Cancer,2009,NCRR,5P41RR001192-30,5087,COLON CELL PROJECT,"KRASIEVA, TATIANA",UNIVERSITY OF CALIFORNIA IRVINE,CA,"$3,016"
Colo-Rectal Cancer,2009,NCRR,5P41RR002305-25,5558,IMPROVED ANALYTIC MODELS FOR ANALYSIS OF DCE-MRI DATA SETS,"SCHNALL, MITCHELL",UNIVERSITY OF PENNSYLVANIA,PA,"$11,139"
Colo-Rectal Cancer,2009,NCRR,5P41RR003655-24,6722,FAMILIAL COLORECTAL NEOPLASIA LINKED TO CHROMOSOME 9Q222-312,"WIESNER, GEORGIA",CASE WESTERN RESERVE UNIVERSITY,OH,"$9,697"
Colo-Rectal Cancer,2009,NCRR,5P41RR003655-24,6727,STUDIES IN COLORECTAL AND RELATED CANCERS,"OCHS-BALCOM, HEATHER",CASE WESTERN RESERVE UNIVERSITY,OH,"$19,393"
Colo-Rectal Cancer,2009,NCRR,5P41RR001614-27,7623,IDENTIFICATION OF NEW EFFECTORS FOR RAS FAMILY GTPASES AND ELUCIDATION OF THEIR,"MCCORMICK, FRANK",UNIVERSITY OF CALIFORNIA SAN FRANCISCO,CA,"$9,170"
Colo-Rectal Cancer,2009,NCRR,5P41RR011823-14,8072,PROTEOMIC CHARACTERIZATION OF THE WNT/BETA-CATENIN SIGNAL TRANSDUCTION PATHWAY,"MOON, RANDALL",UNIVERSITY OF WASHINGTON,WA,"$7,395"
Colo-Rectal Cancer,2009,NCRR,5G12RR003060-25,5397,AREA II CANCER AND AGING,"STEINBERG, MARK",CITY COLLEGE OF NEW YORK,NY,"$241,593"
Colo-Rectal Cancer,2009,NCRR,5P20RR018759-07,5770,SUPPRESSIVE ROLE OF TGFBETA IN METASTASIS OF COLON CANCER,"WANG, JING",UNIVERSITY OF NEBRASKA MEDICAL CENTER,NE,"$111,842"
Colo-Rectal Cancer,2009,NCRR,5P20RR011126-15,5840,GENETIC EPIDEMIOLOGY AND MOLECULAR PATHOLOGY OF COLORECTAL CANCER IN HISPANICS,"CARLO, JOSE",UNIVERSITY OF PUERTO RICO MED SCIENCES,PR,"$32,695"
Colo-Rectal Cancer,2009,NCRR,5P20RR017698-08,5927,ADMINISTRATIVE CORE,"BERGER, FRANKLIN",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$696,438"
Colo-Rectal Cancer,2009,NCRR,5P20RR017698-08,5928,MOUSE CORE FACILITY,"PENA, MARIA",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$244,184"
Colo-Rectal Cancer,2009,NCRR,5P20RR017698-08,5929,HISTOLOGY/IMAGING CORE FACILITY,"PRICE, ROBERT",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$177,590"
Colo-Rectal Cancer,2009,NCRR,5P20RR017698-08,5930,PATHOLOGY CORE FACILITY,"HRUSHESKY, WILLIAM",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$29,588"
Colo-Rectal Cancer,2009,NCRR,5P20RR017698-08,5931,BIOMETRY CORE FACILITY,"PENA, EDSEL",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$37,005"
Colo-Rectal Cancer,2009,NCRR,5P20RR017698-08,5932,REGULATION OF COX-2 EXPRESSION IN INTESTINAL NEOPLASIA,"DIXON, DAN",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$133,188"
Colo-Rectal Cancer,2009,NCRR,5P20RR017698-08,5933,MOLECULAR GENETICS OF COLORECTAL LYMPH NODE METASTASIS,"BUCKHAULTS, PHILLIP",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$133,188"
Colo-Rectal Cancer,2009,NCRR,5P20RR017698-08,5934,DEFINING THE ROLE OF C-MYC IN INTESTINAL CANCER AND NEOVASCULARIZATION,"BAUDINO, TROY",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$191,949"
Colo-Rectal Cancer,2009,NCRR,5P20RR017698-08,5935,PEPTIDE-BASED BORONO LECTINS: NEW TOOLS FOR COLON CANCER,"THOMPSON, PAUL",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$191,949"
Colo-Rectal Cancer,2009,NCRR,5P20RR017698-08,5936,COMMUNITY-BASED COLORECTAL CANCER PREVENTION IN SOUTH CAROLINA,"BRANDT, HEATHER",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$118,394"
Colo-Rectal Cancer,2009,NCRR,5P20RR017698-08,5937,NATURE AND ROLE OF THE MICROBIOME IN MOUSE MODELS OF COLON CANCER,"OUTTEN, FRANKLIN",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$147,982"
Colo-Rectal Cancer,2009,NCRR,5P20RR017698-08,5938,INTERVENTION OF AUTOIMMUNE DISEASES BY A NOVEL ANTI-INFLAMMATORY MOLECULE,"HOFSETH, LORNE",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$37,049"
Colo-Rectal Cancer,2009,NCRR,5P20RR017698-08,5939,GUT BARRIER DYSFUNCTION: THE TRIGGER FOR CACHEXIA IN APCMIN/+ MICE,"CARSON, JAMES",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$37,049"
Colo-Rectal Cancer,2009,NCRR,2P20RR016457-09,6320,GENETIC PROPERTIES OF DNA DAMAGE INDUCED BY PEROXYNITRITE,"DELANEY, SARAH",UNIVERSITY OF RHODE ISLAND,RI,"$40,037"
Colo-Rectal Cancer,2009,NCRR,2P20RR016457-09,6325,ANTI-INFLAMMATORY EFFECTS OF STRAWBERRY POLYPHENOLS VIA SUB-CELLULAR SIGNALING P,"SEERAM, NAVINDRA",UNIVERSITY OF RHODE ISLAND,RI,"$24,941"
Colo-Rectal Cancer,2009,NCRR,2P20RR016480-09,6403,GLYCOSPHINGOLIPID ENRICHED MICRODOMAINS IN CANCER CELL INVASION,"STEELANT, WIM",NEW MEXICO STATE UNIVERSITY LAS CRUCES,NM,"$128,747"
Colo-Rectal Cancer,2009,NCRR,2P20RR017695-06A2,6678,COBRE: RIH: THEME A: FETAL PROTEINS & PHENOTYPES IN CANCER: COLON CARCINOMA,"BAFFY, GYORGY",RHODE ISLAND HOSPITAL,RI,"$84,739"
Colo-Rectal Cancer,2009,OD,3P20RR017698-08S2,6814,PREDICTING THE RESPONSE TO TREATMENT USING GENE MUTATION PROFILING,"BERGER, FRANKLIN",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$75,000"
Colo-Rectal Cancer,2009,NCRR,3P20RR011792-10S2,6904,CLINICAL TRIAL: SELECT,"BEECH, DERRICK",MEHARRY MEDICAL COLLEGE,TN,"$14,440"
Colo-Rectal Cancer,2009,NCI,5U41RR019703-05,7013,MR IMAGE GUIDED FOCUSED ULTRASOUND FOR TREATMENT OF LIVER AND RENAL CANCER,"PAULY, KIM",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$23,551"
Colo-Rectal Cancer,2009,NCRR,5U41RR019703-05,7013,MR IMAGE GUIDED FOCUSED ULTRASOUND FOR TREATMENT OF LIVER AND RENAL CANCER,"PAULY, KIM",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$22,818"
Colo-Rectal Cancer,2009,NIBIB,5U41RR019703-05,7013,MR IMAGE GUIDED FOCUSED ULTRASOUND FOR TREATMENT OF LIVER AND RENAL CANCER,"PAULY, KIM",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$8,424"
